Sand,Clay,Silt,pH,EC,N,,K,SoilType
74.0,4.0,22.0,4.86,20.6,3.0,17.6,71.5,Loamy sand
58.0,6.0,35.0,4.25,31.4,3.8,21.4,71.3,Loam
75.0,4.0,21.0,4.25,13.65,4.7,66.2,61.0,Loamy sand
51.0,8.0,41.0,4.68,4.27,5.3,34.2,69.3,Loam
76.0,6.0,18.0,5.75,3.43,0.7,6.6,79.6,Loamy sand
75.0,8.0,17.0,6.69,4.46,0.5,7.7,79.1,Loamy sand
42.0,21.0,37.0,8.16,18.61,1.1,12.3,104.5,Loam
27.0,21.0,53.0,7.81,17.39,3.1,7.5,173.5,Silt loam
29.0,21.0,50.0,7.79,24.2,4.2,7.9,529.4,Silt loam
60.0,23.0,17.0,7.37,6.9,0.9,13.5,73.6,Sandy loam
34.0,18.0,48.0,7.56,17.12,3.7,8.7,459.7,Loam
20.0,26.0,54.0,7.98,19.28,2.7,0.0,518.1,Silt loam
23.0,30.0,48.0,7.84,22.0,3.1,10.1,561.2,Clay loam
18.0,37.0,44.0,7.75,14.15,2.8,7.9,426.9,Clay loam
46.0,23.0,31.0,7.95,17.57,0.9,11.9,258.4,Loam
66.0,8.0,26.0,5.14,3.84,1.0,10.4,74.4,Loam
23.0,16.0,61.0,7.43,19.66,6.2,13.1,311.6,Silt loam
59.0,9.0,32.0,5.5,6.41,2.3,22.9,227.4,Loam
66.0,11.0,23.0,4.54,13.41,1.1,24.9,148.2,Loam
48.0,13.0,39.0,4.95,39.9,2.8,31.6,248.4,Loam
61.0,8.0,31.0,5.9,15.0,1.3,10.2,281.4,Loam
33.0,9.0,58.0,4.87,8.92,0.8,25.9,73.2,Silt loam
72.0,8.0,20.0,5.86,7.32,0.6,0.0,111.1,Loamy sand
65.0,9.0,27.0,5.38,7.45,0.7,12.1,75.9,Loam
44.0,13.0,44.0,6.04,11.12,2.2,33.4,140.9,Loam
63.0,10.0,27.0,5.79,6.79,1.1,9.1,145.7,Loam
78.0,7.0,14.0,7.96,11.97,0.6,0.0,57.7,Loamy sand
41.0,13.0,46.0,4.7,18.06,3.3,12.5,100.1,Loam
41.0,10.0,48.0,4.01,37.3,4.4,50.6,61.9,Loam
69.0,8.0,23.0,4.61,13.91,0.9,8.5,32.8,Loam
65.0,12.0,24.0,8.02,11.15,0.5,9.7,108.3,Loam
65.0,7.0,28.0,6.06,75.8,3.4,107.3,1457.2,Loam
71.0,7.0,22.0,5.49,4.72,1.3,12.6,162.2,Loamy sand
52.0,10.0,38.0,5.78,4.09,0.8,0.0,111.2,Loam
6.0,26.0,68.0,6.05,44.2,4.5,12.2,129.4,Silt loam
61.0,6.0,32.0,4.59,53.2,2.8,16.0,60.5,Loam
72.0,9.0,19.0,5.45,4.18,1.2,0.0,103.9,Loamy sand
68.0,6.0,25.0,5.01,13.71,4.6,25.8,292.2,Loam
76.0,7.0,17.0,5.42,2.84,1.5,8.0,120.2,Loamy sand
68.0,10.0,22.0,6.21,5.55,1.0,11.1,142.4,Loam
74.0,4.0,21.0,5.95,5.01,1.9,8.0,61.9,Loamy sand
83.0,4.0,14.0,5.92,3.22,0.7,8.2,106.0,Loamy sand
30.0,16.0,55.0,5.0,6.31,3.3,54.4,160.9,Silt loam
80.0,6.0,14.0,5.94,3.91,0.6,0.0,64.6,Loamy sand
21.0,23.0,56.0,6.16,55.9,4.5,12.8,90.3,Silt loam
70.0,6.0,24.0,5.95,6.76,1.5,7.4,129.4,Loamy sand
66.0,7.0,27.0,4.96,35.8,2.0,9.7,51.6,Loam
50.0,13.0,36.0,4.68,9.57,2.5,39.1,127.9,Loam
18.0,43.0,39.0,7.69,13.58,2.1,0.0,600.6,Clay
10.0,53.0,37.0,7.93,15.69,1.3,8.5,276.6,Clay
43.0,20.0,37.0,5.73,7.1,3.4,0.0,384.0,Loam
12.0,50.0,38.0,7.8,30.6,1.2,15.3,583.8,Clay
6.0,53.0,41.0,7.88,32.8,1.7,18.4,672.1,Silty clay
45.0,23.0,33.0,6.7,17.35,2.0,0.0,302.0,Loam
42.0,30.0,29.0,6.67,133.8,1.1,8.8,199.2,Clay loam
9.0,56.0,35.0,8.01,30.8,1.4,7.3,593.1,Clay
65.0,8.0,27.0,5.51,10.06,1.7,7.5,167.1,Loam
63.0,7.0,30.0,5.07,20.2,1.6,6.9,55.1,Loam
70.0,8.0,22.0,6.0,4.57,1.2,6.8,104.8,Loamy sand
88.0,3.0,9.0,6.04,2.99,0.7,17.5,97.0,Sand
50.0,8.0,42.0,5.19,57.5,4.7,119.6,200.3,Loam
75.0,6.0,20.0,6.03,9.17,1.6,23.3,228.7,Loamy sand
62.0,11.0,28.0,4.69,19.35,2.0,7.8,89.3,Loam
57.0,12.0,31.0,4.66,16.65,2.2,12.7,129.8,Loam
72.0,8.0,20.0,4.53,16.74,1.0,18.6,98.0,Loamy sand
48.0,14.0,38.0,5.8,4.52,0.8,0.0,98.3,Loam
59.0,9.0,32.0,5.58,35.5,2.5,25.2,173.4,Loam
61.0,10.0,29.0,4.97,20.1,1.8,53.8,296.0,Loam
37.0,23.0,40.0,6.53,8.54,1.8,0.0,204.8,Loam
17.0,42.0,41.0,8.06,16.29,1.8,14.6,305.9,Silty clay
30.0,20.0,50.0,7.85,29.1,2.3,0.0,156.9,Silt loam
35.0,29.0,36.0,7.85,16.98,1.4,0.0,186.3,Clay loam
29.0,20.0,51.0,7.01,21.8,7.0,24.4,404.7,Silt loam
22.0,18.0,59.0,7.29,25.2,2.8,0.0,45.7,Silt loam
43.0,16.0,41.0,5.98,9.09,1.8,0.0,47.7,Loam
28.0,22.0,50.0,7.5,15.5,3.5,0.0,101.4,Silt loam
25.0,26.0,49.0,7.55,32.7,4.2,0.0,179.6,Loam
13.0,33.0,54.0,6.14,15.88,3.0,0.0,49.8,Clay loam
27.0,13.0,60.0,6.0,73.0,7.9,18.4,81.6,Silt loam
14.0,28.0,58.0,7.99,12.55,0.9,0.0,88.9,Clay loam
28.0,29.0,43.0,7.65,22.6,2.6,0.0,227.7,Clay loam
16.0,37.0,46.0,7.03,8.59,2.2,0.0,161.4,Clay loam
66.0,13.0,22.0,7.39,7.92,0.8,0.0,83.2,Loam
52.0,22.0,26.0,7.66,12.89,0.9,4.8,155.0,Sandy loam
26.0,23.0,52.0,8.1,15.18,0.9,0.0,146.7,Silt loam
19.0,19.0,62.0,7.44,93.8,9.7,17.8,375.5,Silt loam
42.0,30.0,29.0,8.06,20.3,1.0,8.7,220.2,Clay loam
16.0,23.0,61.0,7.89,340.0,3.5,29.1,316.2,Silt loam
56.0,20.0,24.0,8.23,16.95,0.8,11.5,119.9,Sandy loam
7.0,40.0,53.0,8.13,22.3,1.2,4.8,304.5,Silty clay
55.0,11.0,33.0,6.06,11.54,3.0,10.9,49.3,Loam
29.0,18.0,53.0,6.25,27.4,4.3,0.0,54.2,Silt loam
50.0,11.0,39.0,6.04,5.7,1.1,4.7,67.9,Loam
26.0,31.0,43.0,7.72,20.6,2.5,0.0,283.3,Clay loam
30.0,18.0,52.0,5.96,8.85,3.1,0.0,141.7,Silt loam
16.0,45.0,39.0,7.8,15.06,1.9,23.8,545.1,Clay
29.0,23.0,48.0,7.39,31.5,3.3,0.0,445.3,Loam
22.0,26.0,52.0,7.25,38.4,4.2,7.1,315.4,Silt loam
31.0,27.0,42.0,7.85,21.3,1.9,7.3,367.7,Clay loam
83.0,5.0,13.0,5.95,6.1,0.5,0.0,33.3,Loamy sand
23.0,22.0,54.0,7.51,15.74,3.3,4.7,391.5,Silt loam
53.0,16.0,31.0,5.68,4.93,0.9,6.3,110.7,Loam
46.0,21.0,33.0,7.81,14.07,1.4,6.5,152.7,Loam
52.0,8.0,39.0,4.52,7.42,2.2,7.0,59.6,Loam
44.0,24.0,31.0,8.08,18.14,1.4,17.1,196.1,Loam
43.0,13.0,44.0,5.12,6.86,2.5,0.0,81.4,Loam
45.0,16.0,39.0,6.23,5.73,1.1,0.0,84.7,Loam
20.0,32.0,48.0,7.93,13.16,1.6,0.0,350.7,Clay loam
57.0,10.0,33.0,6.24,42.7,9.4,21.3,496.3,Loam
30.0,22.0,48.0,7.61,20.9,2.5,0.0,95.7,Loam
10.0,27.0,62.0,4.73,37.9,3.5,9.1,119.2,Clay loam
29.0,28.0,43.0,5.66,10.1,2.5,0.0,112.8,Clay loam
28.0,23.0,48.0,5.62,13.81,3.1,0.0,153.8,Loam
54.0,7.0,39.0,7.39,13.67,4.0,7.3,120.4,Loam
63.0,16.0,21.0,8.08,19.63,1.1,17.4,133.4,Loam
49.0,23.0,29.0,8.18,17.75,0.9,16.8,258.6,Loam
7.0,46.0,47.0,7.96,36.4,2.5,19.5,265.4,Silty clay
9.0,58.0,33.0,7.95,25.1,1.0,9.9,914.4,Clay
26.0,44.0,30.0,8.17,13.91,0.5,0.0,215.1,Clay
13.0,52.0,35.0,8.02,20.8,1.3,12.0,707.7,Clay
54.0,21.0,25.0,8.17,15.95,0.9,5.9,128.5,Sandy loam
45.0,26.0,28.0,8.08,17.29,1.0,11.0,201.7,Loam
39.0,26.0,35.0,7.98,21.3,1.5,13.8,277.4,Loam
41.0,23.0,36.0,8.02,22.0,1.7,10.7,266.9,Loam
64.0,9.0,27.0,5.34,5.08,3.2,9.5,154.3,Loam
48.0,13.0,39.0,5.31,8.91,2.9,10.0,63.8,Loam
45.0,11.0,44.0,5.84,5.45,1.7,5.2,117.2,Loam
41.0,16.0,43.0,4.61,6.48,3.6,9.6,92.9,Loam
30.0,29.0,40.0,3.91,23.7,3.2,35.4,111.3,Clay loam
54.0,14.0,32.0,5.38,4.92,1.7,0.0,54.5,Loam
37.0,23.0,40.0,6.75,11.33,4.2,6.9,155.5,Loam
33.0,18.0,50.0,5.53,42.0,8.0,11.8,124.1,Loam
26.0,13.0,61.0,4.56,13.32,5.6,20.3,63.1,Silt loam
55.0,14.0,31.0,4.82,4.09,1.7,7.8,49.8,Loam
67.0,11.0,22.0,5.12,3.17,1.0,6.7,24.9,Loam
49.0,14.0,38.0,4.82,3.15,1.7,0.0,42.1,Loam
65.0,9.0,26.0,5.07,5.01,1.9,9.7,62.9,Loam
48.0,11.0,41.0,4.24,4.28,2.4,8.7,56.2,Loam
65.0,12.0,23.0,5.77,4.0,1.1,8.3,29.9,Loam
62.0,15.0,23.0,4.27,4.45,0.9,12.4,19.6,Loam
67.0,9.0,24.0,5.53,6.46,1.5,10.5,88.2,Loam
39.0,14.0,46.0,4.32,6.68,4.0,9.8,48.5,Loam
12.0,17.0,71.0,3.95,43.4,8.7,19.4,88.1,Silt loam
29.0,22.0,49.0,4.36,4.0,1.8,0.0,26.3,Loam
44.0,16.0,40.0,4.79,2.66,2.5,4.7,27.7,Loam
39.0,17.0,44.0,4.32,12.54,1.2,9.7,30.5,Loam
37.0,12.0,51.0,5.26,6.01,2.0,7.2,68.1,Silt loam
24.0,28.0,48.0,6.44,41.7,3.5,8.4,246.1,Clay loam
23.0,13.0,64.0,5.2,10.83,6.1,15.2,72.4,Silt loam
62.0,9.0,28.0,4.74,3.14,1.3,6.7,28.2,Loam
44.0,13.0,43.0,7.6,17.08,2.6,0.0,164.8,Loam
28.0,19.0,53.0,6.05,9.84,4.0,29.1,238.1,Silt loam
25.0,21.0,53.0,7.71,11.21,2.4,0.0,246.6,Silt loam
20.0,21.0,60.0,6.33,19.56,8.0,10.0,265.8,Silt loam
13.0,31.0,55.0,4.7,5.83,4.0,6.8,103.6,Clay loam
20.0,22.0,58.0,6.09,24.4,5.5,9.9,55.3,Silt loam
28.0,26.0,46.0,6.5,6.57,3.5,0.0,107.8,Loam
53.0,9.0,38.0,4.01,8.32,12.4,20.4,81.1,Loam
19.0,21.0,60.0,5.69,96.7,9.8,15.8,98.2,Silt loam
41.0,21.0,38.0,5.56,13.69,1.4,0.0,60.4,Loam
40.0,16.0,44.0,4.27,4.63,2.8,6.5,53.3,Loam
33.0,11.0,56.0,4.36,11.93,5.1,76.4,39.5,Silt loam
35.0,18.0,47.0,4.39,24.8,2.4,13.9,70.7,Loam
20.0,29.0,51.0,4.34,17.7,1.7,15.4,137.8,Clay loam
34.0,18.0,48.0,4.29,18.16,2.6,9.7,46.6,Loam
38.0,16.0,45.0,4.35,10.69,1.7,11.0,47.4,Loam
17.0,15.0,68.0,4.59,18.46,3.1,17.7,63.3,Silt loam
58.0,9.0,33.0,4.63,4.27,2.5,8.1,63.3,Loam
35.0,12.0,53.0,5.08,21.9,4.9,42.3,87.9,Silt loam
53.0,13.0,35.0,6.35,39.0,2.7,7.0,109.1,Loam
65.0,11.0,24.0,5.27,13.34,1.3,6.7,94.2,Loam
66.0,8.0,27.0,4.99,39.2,2.1,20.0,219.1,Loam
47.0,12.0,41.0,6.34,27.6,2.8,21.7,315.9,Loam
46.0,17.0,37.0,5.68,18.42,1.2,0.0,51.1,Loam
53.0,9.0,38.0,4.83,39.7,2.2,9.5,123.6,Loam
46.0,9.0,44.0,5.65,41.5,2.0,5.8,239.3,Loam
46.0,13.0,41.0,4.67,43.8,3.4,26.0,291.0,Loam
48.0,15.0,38.0,4.25,8.83,1.2,4.9,28.0,Loam
50.0,11.0,40.0,5.08,44.8,3.2,7.1,179.1,Loam
15.0,38.0,48.0,7.74,21.5,1.4,15.8,774.6,Clay loam
65.0,8.0,27.0,5.16,41.5,2.9,16.4,140.6,Loam
79.0,6.0,15.0,6.14,3.48,0.5,7.2,62.9,Loamy sand
64.0,11.0,25.0,5.06,19.01,1.5,5.8,132.5,Loam
45.0,15.0,40.0,5.03,30.2,2.8,8.7,178.4,Loam
59.0,11.0,30.0,5.38,16.67,1.8,0.0,131.8,Loam
68.0,7.0,25.0,5.6,28.8,3.2,6.7,167.1,Loam
83.0,4.0,13.0,5.92,4.89,1.3,6.9,88.4,Loamy sand
47.0,12.0,42.0,4.95,9.88,2.5,48.5,102.8,Loam
46.0,14.0,40.0,4.86,22.3,1.4,30.0,311.7,Loam
62.0,8.0,30.0,5.61,42.1,2.7,35.8,182.5,Loam
66.0,7.0,28.0,7.34,33.0,2.3,18.5,192.3,Loam
33.0,15.0,51.0,5.16,9.84,2.9,20.2,177.4,Silt loam
37.0,19.0,45.0,4.8,5.22,1.6,7.8,54.4,Loam
40.0,25.0,34.0,4.82,4.59,1.6,5.5,43.0,Loam
25.0,27.0,49.0,4.74,10.21,1.3,9.5,49.5,Loam
62.0,12.0,26.0,5.69,3.39,0.5,8.4,56.0,Loam
82.0,6.0,12.0,5.3,6.54,0.9,8.6,75.4,Loamy sand
38.0,22.0,40.0,7.49,30.3,2.3,74.0,660.0,Loam
67.0,8.0,25.0,5.14,15.03,1.6,5.8,143.1,Loam
39.0,17.0,44.0,5.4,19.08,2.6,7.5,136.4,Loam
46.0,14.0,40.0,5.5,39.0,2.1,8.4,173.9,Loam
82.0,4.0,13.0,5.35,3.01,0.5,0.0,49.2,Loamy sand
66.0,6.0,28.0,5.88,6.59,2.9,11.8,130.7,Loam
54.0,14.0,32.0,4.86,4.3,1.7,12.3,74.1,Loam
76.0,5.0,19.0,5.37,36.3,3.4,60.4,365.8,Loamy sand
28.0,26.0,46.0,7.44,11.98,2.5,0.0,431.5,Loam
30.0,21.0,49.0,7.06,11.57,3.0,6.8,317.2,Loam
30.0,37.0,33.0,8.21,11.97,0.2,0.0,183.3,Clay loam
17.0,40.0,43.0,8.0,14.48,1.0,7.6,243.7,Silty clay
20.0,29.0,51.0,7.49,9.86,2.6,0.0,343.1,Clay loam
40.0,11.0,49.0,4.52,4.32,2.6,0.0,38.2,Loam
67.0,9.0,24.0,6.05,12.26,2.3,10.6,171.7,Loam
56.0,8.0,35.0,6.15,14.63,1.7,9.0,124.1,Loam
39.0,12.0,49.0,7.69,17.73,2.4,0.0,139.7,Loam
50.0,10.0,41.0,6.59,64.6,3.1,40.4,57.3,Loam
69.0,6.0,26.0,4.1,8.54,1.6,11.4,31.4,Loam
40.0,21.0,39.0,7.48,26.1,1.9,5.7,260.4,Loam
22.0,28.0,50.0,7.77,14.97,2.6,39.2,269.7,Clay loam
49.0,16.0,35.0,8.33,13.81,0.6,0.0,102.8,Loam
48.0,11.0,40.0,7.08,106.5,6.9,26.0,345.3,Loam
47.0,9.0,44.0,5.88,9.7,1.7,6.2,67.5,Loam
36.0,30.0,34.0,8.05,18.47,1.3,16.1,237.4,Clay loam
70.0,6.0,23.0,4.57,7.94,1.5,12.2,48.1,Loamy sand
39.0,10.0,50.0,4.61,36.0,4.0,25.6,79.3,Silt loam
53.0,15.0,32.0,5.61,5.39,1.1,0.0,62.7,Loam
31.0,30.0,39.0,7.93,18.43,1.2,47.1,156.5,Clay loam
43.0,18.0,39.0,7.85,18.09,2.8,10.9,204.2,Loam
47.0,13.0,40.0,7.83,20.4,2.8,15.3,121.3,Loam
45.0,19.0,36.0,7.89,30.9,1.9,10.1,145.7,Loam
23.0,23.0,54.0,7.12,132.6,6.7,49.5,685.1,Silt loam
55.0,16.0,30.0,6.8,14.49,2.1,7.0,78.2,Loam
20.0,25.0,55.0,7.24,30.2,4.4,5.8,493.9,Silt loam
36.0,29.0,35.0,7.95,14.77,0.7,6.5,206.2,Clay loam
57.0,15.0,28.0,7.28,10.7,0.8,0.0,130.3,Loam
45.0,16.0,39.0,4.95,12.68,2.2,10.6,106.1,Loam
15.0,26.0,59.0,7.25,22.9,4.1,0.0,142.5,Silt loam
58.0,13.0,28.0,5.05,26.1,1.8,31.9,95.9,Loam
44.0,15.0,40.0,5.75,42.7,2.3,11.4,125.3,Loam
55.0,11.0,34.0,5.79,46.8,2.6,66.6,185.6,Loam
44.0,15.0,41.0,5.27,47.3,1.9,13.3,112.6,Loam
67.0,10.0,24.0,4.71,4.26,0.8,6.5,35.6,Loam
50.0,21.0,29.0,8.1,12.89,1.1,28.1,161.3,Loam
39.0,17.0,44.0,6.83,59.4,7.0,36.4,499.5,Loam
74.0,8.0,18.0,7.14,5.09,0.2,0.0,22.8,Loamy sand
52.0,16.0,32.0,6.74,10.33,0.6,0.0,51.1,Loam
56.0,14.0,30.0,5.73,13.88,0.8,0.0,75.2,Loam
55.0,14.0,31.0,7.57,25.7,1.1,27.9,60.5,Loam
76.0,4.0,20.0,6.15,5.38,1.7,6.2,76.0,Loamy sand
55.0,16.0,29.0,5.75,16.08,0.9,4.8,74.7,Loam
28.0,23.0,49.0,6.14,4.39,0.8,28.8,163.2,Loam
10.0,46.0,43.0,7.9,22.2,1.1,16.3,359.3,Silty clay
28.0,34.0,39.0,8.14,11.44,0.6,13.4,153.7,Clay loam
52.0,15.0,33.0,5.86,12.1,1.3,7.3,89.4,Loam
36.0,24.0,39.0,7.55,16.3,1.7,7.2,114.7,Loam
42.0,14.0,43.0,6.48,8.05,1.4,5.0,110.2,Loam
32.0,28.0,40.0,7.63,13.4,1.2,37.0,406.5,Clay loam
33.0,21.0,45.0,7.55,226.0,1.3,5.7,80.2,Loam
36.0,26.0,38.0,7.14,24.3,1.4,53.3,332.0,Loam
41.0,25.0,34.0,7.86,18.57,1.6,5.3,126.5,Loam
34.0,23.0,43.0,7.58,18.34,2.6,7.3,312.3,Loam
60.0,11.0,28.0,7.28,54.7,4.0,14.5,392.6,Loam
33.0,31.0,36.0,8.05,15.3,1.1,5.9,197.8,Clay loam
30.0,22.0,48.0,7.51,21.2,5.9,13.7,439.0,Loam
39.0,19.0,42.0,7.7,60.8,1.3,94.4,181.5,Loam
24.0,21.0,55.0,7.78,32.2,3.2,8.1,124.1,Silt loam
62.0,12.0,26.0,8.03,18.06,1.3,0.0,43.1,Loam
59.0,15.0,26.0,8.13,20.9,0.7,0.0,58.4,Loam
22.0,31.0,47.0,7.73,33.3,3.0,7.3,250.0,Clay loam
19.0,35.0,47.0,7.88,14.25,2.9,5.0,356.6,Clay loam
55.0,13.0,32.0,8.23,15.9,0.8,11.5,60.8,Loam
17.0,34.0,49.0,7.56,13.39,3.6,8.4,459.0,Clay loam
15.0,49.0,36.0,8.17,14.14,0.7,4.8,108.5,Clay
13.0,40.0,47.0,7.3,62.9,4.6,7.4,737.9,Silty clay
35.0,20.0,45.0,7.39,18.76,4.1,10.0,260.8,Loam
55.0,6.0,39.0,6.53,5.54,1.1,5.2,20.0,Loam
55.0,13.0,32.0,4.69,9.34,1.2,5.7,74.3,Loam
53.0,14.0,33.0,7.14,57.2,3.7,11.3,252.9,Loam
50.0,12.0,38.0,6.23,14.43,1.9,11.1,84.2,Loam
50.0,16.0,34.0,8.07,18.91,1.2,5.9,90.5,Loam
44.0,20.0,36.0,7.64,18.57,2.9,8.4,233.3,Loam
51.0,16.0,33.0,7.89,18.25,1.7,5.6,131.5,Loam
49.0,23.0,28.0,7.31,18.62,1.1,47.4,336.3,Loam
26.0,27.0,46.0,7.81,16.44,1.2,16.0,173.9,Clay loam
46.0,23.0,31.0,8.19,15.83,0.9,25.5,171.2,Loam
24.0,27.0,49.0,7.8,16.15,3.2,6.1,175.1,Clay loam
56.0,7.0,37.0,8.45,9.47,0.5,0.0,28.2,Loam
18.0,34.0,48.0,7.92,17.78,1.9,49.8,196.1,Clay loam
61.0,5.0,34.0,6.78,7.6,0.9,11.2,38.5,Loam
15.0,41.0,44.0,8.1,25.6,1.6,16.4,453.5,Silty clay
33.0,33.0,34.0,8.1,17.52,0.8,10.0,203.8,Clay loam
55.0,13.0,32.0,7.73,30.9,1.2,5.8,139.6,Loam
48.0,13.0,39.0,7.88,15.67,1.9,5.5,102.2,Loam
59.0,6.0,35.0,7.46,10.89,1.2,0.0,89.7,Loam
34.0,13.0,53.0,7.16,6.7,1.5,11.5,141.7,Silt loam
31.0,13.0,56.0,6.95,5.2,0.8,0.0,25.9,Silt loam
41.0,12.0,46.0,6.97,327.0,12.2,380.6,3674.1,Loam
36.0,16.0,48.0,7.81,27.9,3.1,9.7,170.9,Loam
76.0,6.0,18.0,5.92,4.54,0.7,0.0,43.0,Loamy sand
20.0,22.0,58.0,6.46,19.86,5.8,9.4,93.3,Silt loam
28.0,18.0,54.0,5.93,39.0,4.8,16.6,442.2,Silt loam
24.0,22.0,54.0,6.34,6.39,3.5,0.0,77.7,Silt loam
20.0,35.0,45.0,7.75,14.51,2.7,0.0,478.0,Clay loam
83.0,4.0,12.0,6.55,4.22,0.5,0.0,27.0,Loamy sand
49.0,17.0,34.0,7.06,14.61,2.0,0.0,136.6,Loam
84.0,4.0,12.0,6.02,3.9,0.5,0.0,27.3,Loamy sand
58.0,10.0,32.0,5.13,8.19,2.8,11.8,107.7,Loam
65.0,9.0,26.0,5.91,4.65,0.8,0.0,48.8,Loam
11.0,37.0,52.0,7.91,18.49,1.7,11.5,117.6,Clay loam
81.0,5.0,14.0,5.82,4.32,0.6,6.1,43.7,Loamy sand
84.0,5.0,11.0,5.72,2.19,0.2,24.4,11.8,Loamy sand
46.0,21.0,32.0,7.69,45.0,2.0,216.2,491.0,Loam
60.0,12.0,28.0,8.06,12.33,0.6,13.5,52.8,Loam
70.0,10.0,20.0,7.77,7.4,0.6,20.3,64.2,Loamy sand
31.0,23.0,47.0,7.6,15.77,3.2,10.5,273.2,Loam
26.0,25.0,50.0,7.82,13.45,1.7,0.0,161.0,Loam
70.0,11.0,19.0,7.33,8.25,0.7,9.1,84.0,Loamy sand
63.0,12.0,25.0,6.34,9.38,1.1,10.0,80.9,Loam
24.0,36.0,40.0,8.02,16.26,1.2,30.0,194.0,Clay loam
64.0,11.0,25.0,4.7,4.17,0.9,0.0,37.2,Loam
73.0,9.0,18.0,6.2,2.96,0.7,0.0,32.2,Loamy sand
50.0,17.0,34.0,6.65,7.7,1.1,0.0,140.6,Loam
49.0,19.0,32.0,5.22,4.23,0.7,0.0,36.0,Loam
42.0,25.0,33.0,8.05,23.8,0.8,19.5,155.2,Loam
82.0,4.0,14.0,5.52,5.26,0.8,8.3,56.7,Loamy sand
31.0,17.0,52.0,6.19,25.6,3.0,10.7,63.6,Silt loam
50.0,20.0,30.0,7.79,15.09,1.0,37.0,193.3,Loam
66.0,12.0,22.0,7.86,23.0,0.6,39.1,57.2,Loam
49.0,12.0,39.0,5.22,31.3,2.2,9.5,52.9,Loam
36.0,23.0,41.0,7.71,16.1,2.1,0.0,238.4,Loam
68.0,7.0,25.0,5.78,4.39,0.7,0.0,27.1,Loam
22.0,31.0,47.0,7.91,13.66,1.4,18.1,173.6,Clay loam
30.0,24.0,45.0,7.86,17.25,2.5,0.0,207.8,Loam
31.0,31.0,38.0,8.04,12.56,1.3,32.4,124.7,Clay loam
65.0,11.0,24.0,7.91,13.34,1.2,15.8,119.9,Loam
44.0,21.0,36.0,7.94,14.27,1.9,7.0,133.9,Loam
33.0,23.0,44.0,8.11,11.81,1.0,0.0,69.5,Loam
22.0,41.0,37.0,7.91,19.55,1.1,25.5,308.4,Clay
70.0,11.0,19.0,6.6,9.99,0.6,25.6,42.7,Loamy sand
77.0,9.0,14.0,5.53,9.2,0.6,42.8,44.6,Loamy sand
23.0,25.0,52.0,7.73,17.46,2.6,0.0,72.7,Silt loam
26.0,26.0,48.0,7.94,15.95,2.0,0.0,105.9,Loam
30.0,29.0,41.0,7.96,16.19,1.2,8.7,241.3,Clay loam
59.0,12.0,29.0,6.74,14.0,1.3,0.0,73.7,Loam
32.0,32.0,37.0,7.83,16.35,1.5,57.8,290.9,Clay loam
66.0,18.0,16.0,8.19,11.84,0.7,24.0,96.9,Loam
64.0,13.0,22.0,8.25,11.49,0.5,11.6,64.6,Loam
18.0,33.0,49.0,7.91,34.7,2.1,40.6,97.3,Clay loam
24.0,26.0,50.0,8.02,21.7,2.7,65.1,421.0,Silt loam
64.0,16.0,19.0,8.05,11.18,0.8,28.6,185.6,Loam
30.0,23.0,48.0,7.71,14.69,3.8,0.0,219.5,Loam
29.0,28.0,43.0,7.92,14.35,1.7,5.2,273.3,Clay loam
25.0,38.0,37.0,8.21,13.47,1.1,4.9,206.6,Clay loam
8.0,46.0,45.0,8.12,21.1,2.3,12.5,276.5,Silty clay
27.0,23.0,50.0,8.19,16.62,1.6,0.0,174.7,Silt loam
59.0,13.0,29.0,6.57,9.6,1.0,8.4,66.7,Loam
22.0,30.0,48.0,7.69,20.6,3.0,64.6,126.0,Clay loam
23.0,26.0,51.0,7.84,17.75,2.2,0.0,119.3,Silt loam
55.0,18.0,28.0,7.41,9.52,1.6,0.0,169.4,Loam
34.0,31.0,34.0,7.96,21.6,1.8,33.0,245.5,Clay loam
42.0,22.0,36.0,8.34,12.81,0.8,16.0,113.1,Loam
64.0,17.0,19.0,8.08,13.07,0.9,18.8,138.4,Loam
71.0,11.0,18.0,6.79,7.38,0.5,18.1,36.4,Loamy sand
61.0,14.0,24.0,7.91,11.0,0.8,0.0,97.5,Loam
54.0,21.0,25.0,8.05,13.92,0.8,18.3,166.2,Sandy loam
50.0,8.0,42.0,4.13,32.8,6.3,75.9,225.0,Loam
18.0,43.0,38.0,8.1,19.64,1.1,12.8,198.6,Clay
27.0,29.0,44.0,8.19,13.49,1.4,8.5,136.7,Clay loam
27.0,21.0,52.0,6.93,28.8,4.7,8.9,497.7,Silt loam
77.0,7.0,16.0,5.73,3.45,0.4,8.6,29.1,Loamy sand
69.0,9.0,22.0,5.02,6.53,1.1,0.0,23.8,Loam
58.0,15.0,28.0,5.36,15.21,1.1,0.0,80.8,Loam
72.0,11.0,17.0,4.67,9.36,0.6,0.0,40.7,Loamy sand
74.0,10.0,16.0,5.72,5.08,0.5,0.0,46.0,Loamy sand
40.0,20.0,40.0,5.36,4.76,1.6,7.3,134.6,Loam
26.0,26.0,49.0,8.15,15.35,1.1,8.6,130.4,Loam
21.0,28.0,51.0,7.7,43.7,2.1,8.9,188.7,Clay loam
23.0,29.0,48.0,7.73,26.8,2.8,0.0,250.8,Clay loam
31.0,20.0,49.0,7.85,19.55,1.2,0.0,179.4,Loam
